Sample,Family_ID,Population,Population_Description,Gender,Relationship,Unexpected_Parent_Child,Non_Paternity,Siblings,Grandparents,Avuncular,Half_Siblings,Unknown_Second_Order,Third_Order,In_Low_Coverage_Pilot,LC_Pilot_Platforms,LC_Pilot_Centers,In_High_Coverage_Pilot,HC_Pilot_Platforms,HC_Pilot_Centers,In_Exon_Targetted_Pilot,ET_Pilot_Platforms,ET_Pilot_Centers,Has_Sequence_in_Phase1,Phase1_LC_Platform,Phase1_LC_Centers,Phase1_E_Platform,Phase1_E_Centers,In_Phase1_Integrated_Variant_Set,Has_Phase1_chrY_SNPS,Has_phase1_chrY_Deletions,Has_phase1_chrMT_SNPs,Main_project_LC_Centers,Main_project_LC_platform,Total_LC_Sequence,LC_Non_Duplicated_Aligned_Coverage,Main_Project_E_Centers,Main_Project_E_Platform,Total_Exome_Sequence,X_Targets_Covered_to_20x_or_greater,VerifyBam_E_Omni_Free,VerifyBam_E_Affy_Free,VerifyBam_E_Omni_Chip,VerifyBam_E_Affy_Chip,VerifyBam_LC_Omni_Free,VerifyBam_LC_Affy_Free,VerifyBam_LC_Omni_Chip,VerifyBam_LC_Affy_Chip,LC_Indel_Ratio,E_Indel_Ratio,LC_Passed_QC,E_Passed_QC,In_Final_Phase_Variant_Calling,Has_Omni_Genotypes,Has_Axiom_Genotypes,Has_Affy_6_0_Genotypes,Has_Exome_LOF_Genotypes,EBV_Coverage,DNA_Source_from_Coriell,Has_Sequence_from_Blood_in_Index,Super_Population,Super_Population_Description
HG02178,HG02178,CDX,"Chinese Dai in Xishuangbanna, China",female,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,16250780500.0,5.63,BCM,ILLUMINA,7492449266.0,0.9235629999999999,0.016130000000000002,0.01462,0.016130000000000002,,0.0005,9e-05,0.0009199999999999999,,0.87,0.97,1.0,1.0,1.0,1.0,,,1.0,175.46,,,EAS,East Asian
HG02179,HG02179,CDX,"Chinese Dai in Xishuangbanna, China",female,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,12992516700.0,4.6,BCM,ILLUMINA,11565925514.0,0.949993,0.01821,0.01792,0.01832,,0.01128,0.00572,0.010879999999999999,,0.81,0.98,1.0,1.0,1.0,1.0,,,1.0,68.11,,,EAS,East Asian
HG02180,HG02180,CDX,"Chinese Dai in Xishuangbanna, China",female,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,13550466000.0,4.79,BCM,ILLUMINA,5862624386.0,0.8770709999999999,0.01617,0.015619999999999998,0.01641,,0.015430000000000001,0.00924,0.015059999999999999,,0.81,0.9,1.0,1.0,1.0,1.0,,,1.0,48.47,,,EAS,East Asian
HG02181,HG02181,CDX,"Chinese Dai in Xishuangbanna, China",female,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,16500476000.0,5.76,BCM,ILLUMINA,5854785675.0,0.8751770000000001,0.01849,0.01695,0.01835,,0.0015300000000000001,0.00057,0.00155,,0.85,0.97,1.0,1.0,1.0,1.0,,,1.0,161.69,,,EAS,East Asian
HG02182,HG02182,CDX,"Chinese Dai in Xishuangbanna, China",female,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,13990594500.0,4.87,BCM,ILLUMINA,7269283605.0,0.9131610000000001,0.01605,0.016130000000000002,0.01617,,0.00168,0.0006900000000000001,0.0026899999999999997,,0.86,1.04,1.0,1.0,1.0,1.0,,,1.0,597.77,,,EAS,East Asian
HG02184,HG02184,CDX,"Chinese Dai in Xishuangbanna, China",female,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,13745218000.0,4.78,BCM,ILLUMINA,5396449291.0,0.889322,0.017830000000000002,0.015969999999999998,0.01786,,0.0016300000000000002,0.0001,0.0019100000000000002,,0.86,1.09,1.0,1.0,1.0,1.0,,,1.0,110.32,,,EAS,East Asian
HG02185,HG02185,CDX,"Chinese Dai in Xishuangbanna, China",female,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,15880799100.0,5.52,BCM,ILLUMINA,4327717084.0,0.8618629999999999,0.01933,0.01867,0.01916,,0.017490000000000002,0.01335,0.01864,,0.86,1.13,1.0,1.0,1.0,1.0,,,1.0,191.55,,,EAS,East Asian
HG02186,HG02186,CDX,"Chinese Dai in Xishuangbanna, China",female,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,15908684200.0,5.51,BCM,ILLUMINA,5644962821.0,0.9102399999999999,0.0093,0.00843,0.009340000000000001,,0.0023899999999999998,0.00091,0.00283,,0.86,0.91,1.0,1.0,1.0,1.0,,,1.0,145.5,,,EAS,East Asian
HG02187,HG02187,CDX,"Chinese Dai in Xishuangbanna, China",female,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,12991818300.0,4.49,BCM,ILLUMINA,4244878904.0,0.836694,0.018340000000000002,0.016640000000000002,0.01845,,0.0008,4e-05,0.00065,,0.83,0.95,1.0,1.0,1.0,1.0,,,1.0,135.75,,,EAS,East Asian
HG02188,HG02188,CDX,"Chinese Dai in Xishuangbanna, China",female,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,11140343600.0,3.85,BCM,ILLUMINA,6364139179.0,0.9123049999999999,0.015619999999999998,0.015569999999999999,0.01594,,0.0006900000000000001,9e-05,0.0006799999999999999,,0.84,1.05,1.0,1.0,1.0,1.0,,,1.0,62.38,,,EAS,East Asian
HG02189,HG02189,CDX,"Chinese Dai in Xishuangbanna, China",female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,EAS,East Asian
HG02190,HG02190,CDX,"Chinese Dai in Xishuangbanna, China",female,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,15921825500.0,5.52,BCM,ILLUMINA,6964236739.0,0.887811,0.00944,0.00864,0.0097,,0.00151,0.00016999999999999999,0.0013800000000000002,,0.83,1.19,1.0,1.0,1.0,1.0,,,1.0,51.17,,,EAS,East Asian
HG02215,HG02215,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,23895077130.0,7.89,BGI,ILLUMINA,11523670380.0,0.7869109999999999,0.00183,0.00135,,,,,,,0.84,0.75,1.0,1.0,1.0,1.0,,,1.0,31.48,,,EUR,European
HG02217,IBS055,IBS,Iberian populations in Spain,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,EUR,European
HG02218,IBS055,IBS,Iberian populations in Spain,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,WUGSC,ILLUMINA,16998686900.0,,WUGSC,ILLUMINA,6154864100.0,,0.04915,0.05099,,0.05103,0.00103,0.00288,,0.00128,0.96,0.96,,,,,,1.0,,,LCL,,EUR,European
HG02219,IBS055,IBS,Iberian populations in Spain,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,WUGSC,ILLUMINA,22669374900.0,7.55,WUGSC,ILLUMINA,7670022100.0,0.9043479999999999,0.0246,0.026739999999999996,,0.02658,0.00088,0.0009199999999999999,,0.0007599999999999999,1.0,0.83,1.0,1.0,1.0,,,1.0,,579.57,LCL,,EUR,European
HG02220,IBS056,IBS,Iberian populations in Spain,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,MPIMG,ILLUMINA,14368298262.0,5.03,BCM,ILLUMINA,5251903242.0,0.8604200000000001,0.00861,0.00777,0.009009999999999999,,0.00065,7e-05,0.00072,,0.77,1.26,1.0,1.0,1.0,1.0,,,1.0,427.39,,,EUR,European
HG02221,IBS056,IBS,Iberian populations in Spain,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,MPIMG,ILLUMINA,15279446448.0,5.36,BCM,ILLUMINA,6943989673.0,0.909272,0.00872,0.007909999999999999,0.00886,,0.00056,0.00011999999999999999,0.0041600000000000005,,0.77,1.15,1.0,1.0,1.0,1.0,,,1.0,1288.53,,,EUR,European
HG02222,IBS056,IBS,Iberian populations in Spain,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,EUR,European
HG02223,IBS057,IBS,Iberian populations in Spain,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,10179525700.0,3.57,BI,ILLUMINA,6525339252.0,0.9062479999999999,0.0030600000000000002,0.00303,0.0030800000000000003,,0.0026100000000000003,0.00033999999999999997,0.0013800000000000002,,0.85,1.59,1.0,1.0,1.0,1.0,,,1.0,99.68,,,EUR,European
HG02224,IBS057,IBS,Iberian populations in Spain,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,9816214100.0,3.45,BI,ILLUMINA,7826847080.0,0.9271860000000001,0.00307,0.00296,0.00315,,0.00941,0.00275,0.00902,,0.84,1.65,1.0,1.0,1.0,1.0,,,1.0,104.9,,,EUR,European
HG02225,IBS057,IBS,Iberian populations in Spain,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,EUR,European
HG02229,IBS059,IBS,Iberian populations in Spain,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,EUR,European
HG02230,IBS059,IBS,Iberian populations in Spain,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,11256336100.0,3.97,BI,ILLUMINA,7339312856.0,0.9179440000000001,0.00264,0.0023,0.00251,,0.0018899999999999998,0.00031,0.00173,,0.85,1.61,1.0,1.0,1.0,1.0,,,1.0,67.71,,,EUR,European
HG02231,IBS059,IBS,Iberian populations in Spain,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,13648312000.0,4.8,BI,ILLUMINA,7298743296.0,0.915208,0.00292,0.0028899999999999998,0.0028699999999999997,,0.02543,0.01926,0.02592,,0.85,1.6,1.0,1.0,1.0,1.0,,,1.0,127.0,,,EUR,European
HG02232,IBS060,IBS,Iberian populations in Spain,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,19938970350.0,6.71,BGI,ILLUMINA,12684893760.0,0.777676,0.00243,0.00238,0.00252,,0.00018999999999999998,4e-05,8e-05,,0.85,0.81,1.0,1.0,1.0,1.0,,,1.0,192.18,,,EUR,European
HG02233,IBS060,IBS,Iberian populations in Spain,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,21954449340.0,7.37,BGI,ILLUMINA,11574203310.0,0.772437,0.00205,0.0020800000000000003,0.00206,,2.9999999999999997e-05,2e-05,0.0001,,0.84,0.81,1.0,1.0,1.0,1.0,,,1.0,294.78,,,EUR,European
HG02234,IBS060,IBS,Iberian populations in Spain,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,EUR,European
HG02235,IBS061,IBS,Iberian populations in Spain,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,MPIMG,ILLUMINA,16400979750.0,5.78,BCM,ILLUMINA,5768886084.0,0.8865370000000001,0.00866,0.008579999999999999,0.00877,,0.0016300000000000002,0.0009599999999999999,0.00418,,0.84,1.29,1.0,1.0,1.0,1.0,,,1.0,1231.51,,,EUR,European
HG02236,IBS061,IBS,Iberian populations in Spain,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,MPIMG,ILLUMINA,15501177694.0,5.46,BCM,ILLUMINA,7081471479.0,0.8997219999999999,0.00848,0.00892,0.00854,,0.00131,0.00033999999999999997,0.00413,,0.84,1.19,1.0,1.0,1.0,1.0,,,1.0,257.46,,,EUR,European
HG02237,IBS061,IBS,Iberian populations in Spain,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,EUR,European
HG02238,IBS062,IBS,Iberian populations in Spain,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,21948599340.0,7.34,BGI,ILLUMINA,10584185040.0,0.772921,0.00229,0.00221,0.00234,,0.00016999999999999999,2.9999999999999997e-05,0.0001,,0.85,0.81,1.0,1.0,1.0,1.0,,,1.0,96.26,,,EUR,European
HG02239,IBS062,IBS,Iberian populations in Spain,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,22565098620.0,7.53,BGI,ILLUMINA,13305214260.0,0.785755,0.0028399999999999996,0.0021100000000000003,0.0027600000000000003,,0.0007099999999999999,0.0005200000000000001,0.00074,,0.85,0.8,1.0,1.0,1.0,1.0,,,1.0,148.26,,,EUR,European
HG02240,IBS062,IBS,Iberian populations in Spain,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,EUR,European
HG02250,HG02250,CDX,"Chinese Dai in Xishuangbanna, China",male,,,,,,,,HG02377,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,21733280280.0,7.39,BGI,ILLUMINA,10999167480.0,0.781072,0.00237,0.00206,0.00242,,0.00145,0.0008900000000000001,0.00161,,0.85,0.73,1.0,1.0,1.0,1.0,,,1.0,78.05,,,EAS,East Asian
HG02252,PEL41,PEL,"Peruvian in Lima, Peru",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,21311043100.0,7.36,BGI,ILLUMINA,16502037100.0,0.9530280000000001,0.014519999999999998,0.015119999999999998,,0.01519,0.0011,0.0014,,0.00123,0.82,0.89,1.0,1.0,1.0,,,1.0,,0.03,Blood,,AMR,American
HG02253,PEL41,PEL,"Peruvian in Lima, Peru",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,18008453400.0,6.19,BGI,ILLUMINA,12056880200.0,0.942516,0.00257,0.00283,,0.00275,0.0006900000000000001,0.00125,,0.001,0.82,0.89,1.0,1.0,1.0,,,1.0,,0.01,Blood,,AMR,American
HG02254,PEL41,PEL,"Peruvian in Lima, Peru",female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMR,American
HG02255,BB21,ACB,African Caribbean in Barbados,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,MPIMG,ILLUMINA,13621470540.0,4.77,BCM,ILLUMINA,5811006215.0,0.8820899999999999,0.00762,0.00826,0.0077,,0.0009199999999999999,0.00032,0.001,,0.81,1.08,1.0,1.0,1.0,1.0,,,1.0,76.02,,,AFR,African
HG02256,BB21,ACB,African Caribbean in Barbados,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,MPIMG,ILLUMINA,16023022074.0,5.62,BCM,ILLUMINA,5815536166.0,0.860397,0.006640000000000001,0.00735,0.00656,,0.00098,0.00039,0.0011300000000000001,,0.82,1.13,1.0,1.0,1.0,1.0,,,1.0,120.46,,,AFR,African
HG02257,BB21,ACB,African Caribbean in Barbados,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,AFR,African
HG02258,BB22,ACB,African Caribbean in Barbados,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,AFR,African
HG02259,PEL42,PEL,"Peruvian in Lima, Peru",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,22868087600.0,7.64,BGI,ILLUMINA,10302912000.0,0.769085,0.00385,0.0035399999999999997,0.00381,,0.00042,0.00025,0.0007599999999999999,,0.82,0.82,1.0,1.0,1.0,1.0,,,1.0,143.91,,,AMR,American
HG02260,PEL42,PEL,"Peruvian in Lima, Peru",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,30261656400.0,10.1,BGI,ILLUMINA,9936923670.0,0.764908,0.00316,0.0026,0.00313,,0.00373,0.0034,0.00374,,0.82,0.82,1.0,1.0,1.0,1.0,,,1.0,899.91,,,AMR,American
HG02261,PEL42,PEL,"Peruvian in Lima, Peru",male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,AMR,American
HG02262,PEL43,PEL,"Peruvian in Lima, Peru",male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,26158231200.0,8.74,BGI,ILLUMINA,10429906000.0,0.933949,0.00514,0.00504,,0.00513,0.00495,0.00517,,0.00509,0.84,0.89,1.0,1.0,1.0,,,1.0,,0.0,Blood,,AMR,American
HG02265,PEL44,PEL,"Peruvian in Lima, Peru",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,13434182700.0,4.71,BI,ILLUMINA,5770754520.0,0.892541,0.0297,0.0304,,0.03047,8e-05,,,0.00172,0.81,1.03,1.0,1.0,1.0,,,1.0,,0.16,Blood,,AMR,American
HG02266,PEL44,PEL,"Peruvian in Lima, Peru",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,12597227400.0,4.42,BI,ILLUMINA,6329163885.0,0.896395,0.027010000000000003,0.02667,,0.0266,0.00016999999999999999,,,0.00137,0.82,1.0,1.0,1.0,1.0,,,1.0,,0.1,Blood,,AMR,American
HG02267,PEL44,PEL,"Peruvian in Lima, Peru",female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMR,American
HG02271,PEL46,PEL,"Peruvian in Lima, Peru",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,29525279000.0,9.85,BGI,ILLUMINA,12488336280.0,0.779378,0.00379,0.00409,0.0040100000000000005,,0.00062,0.00042,0.00073,,0.83,0.82,1.0,1.0,1.0,1.0,,,1.0,341.78,,,AMR,American
HG02272,PEL46,PEL,"Peruvian in Lima, Peru",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BCM,ILLUMINA,21636148492.0,7.45,BCM,ILLUMINA,6687094355.0,0.875798,0.012159999999999999,0.01195,0.01213,,0.00079,0.00063,0.00124,,0.88,1.13,1.0,1.0,1.0,1.0,,,1.0,117.52,,,AMR,American
HG02273,PEL46,PEL,"Peruvian in Lima, Peru",female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,AMR,American
HG02274,PEL47,PEL,"Peruvian in Lima, Peru",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,25833441800.0,9.04,BI,ILLUMINA,6360234206.0,0.8953909999999999,0.02356,0.02358,,0.02339,0.00065,0.0007099999999999999,,0.0009599999999999999,0.83,1.03,1.0,1.0,1.0,,,1.0,,0.0,Blood,,AMR,American
HG02275,PEL47,PEL,"Peruvian in Lima, Peru",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,18896603400.0,6.65,BI,ILLUMINA,6283801434.0,0.8978719999999999,0.02119,0.02181,,0.02171,0.00028,0.00016,,0.0008,0.82,1.05,1.0,1.0,1.0,,,1.0,,0.01,Blood,,AMR,American
HG02276,PEL47,PEL,"Peruvian in Lima, Peru",female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMR,American
HG02277,PEL48,PEL,"Peruvian in Lima, Peru",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BCM,ILLUMINA,26065718723.0,8.84,BCM,ILLUMINA,7144060068.0,0.9092979999999999,0.00863,0.0092,0.0089,,0.00072,0.0005099999999999999,0.00067,,0.89,1.09,1.0,1.0,1.0,1.0,,,1.0,217.71,,,AMR,American
HG02278,PEL48,PEL,"Peruvian in Lima, Peru",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BCM,ILLUMINA,25089754208.0,8.59,BCM,ILLUMINA,5580661575.0,0.8734649999999999,0.00948,0.009309999999999999,0.00968,,0.00155,0.00126,0.00162,,0.9,1.07,1.0,1.0,1.0,1.0,,,1.0,181.53,,,AMR,American
HG02279,PEL48,PEL,"Peruvian in Lima, Peru",male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,AMR,American
HG02280,BB23,ACB,African Caribbean in Barbados,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,AFR,African
HG02281,BB24,ACB,African Caribbean in Barbados,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,ILLUMINA,ILLUMINA,39423315658.0,13.67,BCM,ILLUMINA,6142925040.0,0.9008649999999999,0.0115,0.01212,0.0116,,9e-05,,9e-05,,0.88,1.24,1.0,1.0,1.0,1.0,,,1.0,0.0,,,AFR,African
HG02282,BB24,ACB,African Caribbean in Barbados,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,ILLUMINA,ILLUMINA,42559179348.0,14.74,BCM,ILLUMINA,4351427844.0,0.845234,0.01127,0.01295,0.01128,,0.00027,8e-05,0.00022999999999999998,,0.85,1.25,1.0,1.0,1.0,1.0,,,1.0,0.0,,,AFR,African
HG02283,BB25,ACB,African Caribbean in Barbados,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,59047524114.0,17.65,BI,ILLUMINA,6863848496.0,0.9112950000000001,0.00358,0.00295,0.0032600000000000003,,0.0007700000000000001,0.00066,0.0008300000000000001,,0.9,1.52,1.0,1.0,1.0,1.0,,,1.0,157.28,,,AFR,African
HG02284,BB26,ACB,African Caribbean in Barbados,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,43528440862.0,12.91,BI,ILLUMINA,7732946952.0,0.922493,0.0022199999999999998,0.00201,0.00228,,0.0027600000000000003,0.0024100000000000002,0.00292,,0.95,1.56,1.0,1.0,1.0,1.0,,,1.0,771.83,,,AFR,African
HG02285,PEL49,PEL,"Peruvian in Lima, Peru",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BCM,ILLUMINA,26227452144.0,8.93,BCM,ILLUMINA,6993451898.0,0.908532,0.00863,0.00822,0.00868,,0.00079,0.00065,0.00086,,1.0,1.2,1.0,1.0,1.0,1.0,,,1.0,333.97,,,AMR,American
HG02286,PEL49,PEL,"Peruvian in Lima, Peru",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BCM,ILLUMINA,29819315043.0,10.22,BCM,ILLUMINA,6818655036.0,0.91106,0.00765,0.007790000000000001,0.00758,,0.00098,0.0008699999999999999,0.0008699999999999999,,0.99,1.12,1.0,1.0,1.0,1.0,,,1.0,96.57,,,AMR,American
HG02287,PEL49,PEL,"Peruvian in Lima, Peru",female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,AMR,American
HG02288,PEL50,PEL,"Peruvian in Lima, Peru",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,16154507700.0,,WUGSC,ILLUMINA,7910254800.0,,0.03272,0.0377,,0.03802,0.00023999999999999998,0.00109,,0.00065,0.82,0.89,,,,,,1.0,,,Blood,,AMR,American
HG02291,PEL51,PEL,"Peruvian in Lima, Peru",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,WUGSC,ILLUMINA,14862759400.0,4.87,WUGSC,ILLUMINA,10889539000.0,0.8654290000000001,0.00018999999999999998,0.00018,0.00025,,,,0.00032,,0.89,0.82,1.0,1.0,1.0,1.0,,,1.0,93.61,,,AMR,American
HG02292,PEL51,PEL,"Peruvian in Lima, Peru",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,WUGSC,ILLUMINA,15594057700.0,5.24,WUGSC,ILLUMINA,12819364900.0,0.877604,0.00036,0.00014,0.00047999999999999996,,0.00021,0.00011999999999999999,0.00018999999999999998,,0.95,0.84,1.0,1.0,1.0,1.0,,,1.0,472.79,,,AMR,American
HG02293,PEL51,PEL,"Peruvian in Lima, Peru",female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,AMR,American
HG02298,PEL52,PEL,"Peruvian in Lima, Peru",female,mother,,,HG02302,,,,,,,,,,,,,,,,,,,,,,,,WUGSC,ILLUMINA,17150104600.0,5.73,WUGSC,ILLUMINA,11183941200.0,0.878756,0.00022,0.00033,0.00029,,0.00033,8e-05,0.00031,,0.92,0.82,1.0,1.0,1.0,1.0,,,1.0,20.42,,,AMR,American
HG02299,PEL52,PEL,"Peruvian in Lima, Peru",male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,WUGSC,ILLUMINA,18351704500.0,6.02,WUGSC,ILLUMINA,17968072600.0,0.8770030000000001,,0.00016,0.00033,,0.00018999999999999998,,0.00014,,0.89,0.82,1.0,1.0,1.0,1.0,,,1.0,50.3,,,AMR,American
HG02300,PEL52,PEL,"Peruvian in Lima, Peru",male,child,,,,,,,HG02302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,AMR,American
HG02301,PEL53,PEL,"Peruvian in Lima, Peru",female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BCM,ILLUMINA,34728392672.0,11.9,BCM,ILLUMINA,5966460163.0,0.874079,0.014430000000000002,0.01396,0.01457,,0.0008900000000000001,0.0008,0.0008,,0.86,1.1,1.0,1.0,1.0,1.0,,,1.0,159.69,,,AMR,American
HG02302,PEL53,PEL,"Peruvian in Lima, Peru",male,father,,,"HG02298, 2nd order to HG02300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,AMR,American
HG02303,PEL53,PEL,"Peruvian in Lima, Peru",female,child,,,,,,,HG02298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,AMR,American
HG02304,PEL54,PEL,"Peruvian in Lima, Peru",male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,27006813300.0,9.05,BGI,ILLUMINA,25286650900.0,0.9566690000000001,0.0016699999999999998,0.00155,,0.00158,0.00047999999999999996,0.00049,,0.00042,0.84,0.9,1.0,1.0,1.0,,,1.0,,0.0,Blood,,AMR,American
HG02307,BB23,ACB,African Caribbean in Barbados,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,19646924808.0,6.37,BI,ILLUMINA,7087126388.0,0.915375,0.00406,0.0036200000000000004,0.00405,,0.00159,0.0009,0.00137,,0.87,1.52,1.0,1.0,1.0,1.0,,,1.0,242.65,,,AFR,African
HG02308,BB23,ACB,African Caribbean in Barbados,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,27908490589.0,8.93,BI,ILLUMINA,7941575236.0,0.9238139999999999,0.00627,0.00591,0.00632,,0.00245,0.0019100000000000002,0.00253,,0.86,1.6,1.0,1.0,1.0,1.0,,,1.0,309.38,,,AFR,African
HG02309,BB25,ACB,African Caribbean in Barbados,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,19729083460.0,6.34,BI,ILLUMINA,7102337332.0,0.917794,0.0020800000000000003,0.00214,0.00223,,0.00156,0.0009400000000000001,0.00168,,0.88,1.56,1.0,1.0,1.0,1.0,,,1.0,418.76,,,AFR,African
